anio,mes,recaudacion,emae,ipc_argentina,ipc_cordoba,ipc_tucuman,ipc_santafe,ipc_gba,ipc_mendoza,exportaciones,importaciones,dolar_blue,dolar_oficial,monedas_publico,ingresos_familiares
1970,9,,,,,0.0269287733943717,,,2.0915129097697243e-10,,,,,,
1970,10,,,,,0.026615969581749,,,2.1638954781537937e-10,,,,,,
1970,11,,,,,0.0245466155810984,,,2.228267327507216e-10,,,,,,
1970,12,,,,,0.0357757223704219,,,2.2926391768606368e-10,,,,,,
1971,1,,,,,0.0620035623164685,,,2.4455580812135426e-10,,,,,,
1971,2,,,,,0.0413852499886677,,,2.5180836981517307e-10,,,,,,
1971,3,,,,,0.0221337163750327,,,2.5232334461000044e-10,,,,,,
1971,4,,,,,0.0114127541786436,,,2.6063446560429777e-10,,,,,,
1971,5,,,,,0.0302730468832235,,,2.740524199806332e-10,,,,,,
1971,6,,,,,0.0289748462371524,,,2.8400859934729577e-10,,,,,,
1971,7,,,,,0.0501221280060367,,,2.984278936024622e-10,,,,,,
1971,8,,,,,0.0220305970008132,,,3.0320571531002716e-10,,,,,,
1971,9,,,,,0.0290308255930133,,,3.164090968551845e-10,,,,,,
1971,10,,,,,0.0266654679492943,,,3.16809632806717e-10,,,,,,
1971,11,,,,,-0.0005254124487722,,,3.2376179253688646e-10,,,,,,
1971,12,,,,,0.0798170603490571,,,3.3726557604569314e-10,,,,,,
1972,1,,,,,0.0844489882024569,,,3.6501699554472377e-10,,,,,,
1972,2,,,,,-0.0486779295793616,,,4.0057886609863615e-10,,,,,,
1972,3,,,,,0.1883788970333784,,,4.3101959841509853e-10,,,,,,
1972,4,,,,,0.0449900727994705,,,4.4123326517917477e-10,,,,,,
1972,5,,,,,0.0280054212212946,,,4.523338329787871e-10,,,,,,
1972,6,,,,,0.048743223262691,,,4.880959715084656e-10,,,,,,
1972,7,,,,,0.054443347901687,,,5.107119479146343e-10,,,,,,
1972,8,,,,,0.0256935933147632,,,5.445429309637105e-10,,,,,,
1972,9,,,,,0.0349895715651343,,,5.558008521728533e-10,,,,,,
1972,10,,,,,0.0175488313024128,,,5.773153547123078e-10,,,,,,
1972,11,,,,,0.067375630486132,,,6.033788012727377e-10,,,,,,
1972,12,,,,,0.0469844705791401,,,6.223470395488792e-10,,,,,,
1973,1,,,,,0.0196874740407778,,,6.568932653685486e-10,,,,,,
1973,2,,,,,0.0847152322676417,,,6.922405630912831e-10,,,,,,
1973,3,,,,,0.1043017482371594,,,7.412346928769428e-10,,,,,,
1973,4,,,,,0.0345942841597775,,,7.831765289445498e-10,,,,,,
1973,5,,,,,0.0714838728526352,,,8.125014825388865e-10,,,,,,
1973,6,,,,,-0.0304432886386409,,,7.887411176997678e-10,,,,,,
1973,7,,,,,-0.0229763838209135,,,7.827759929930175e-10,,,,,,
1973,8,,,,,0.0020436800633252,,,7.804156918500586e-10,,,,,,
1973,9,,,,,0.0026140223628176,,,7.96952104706182e-10,,,,,,
1973,10,,,,,0.0140674579014847,,,8.008001108119754e-10,,,,,,
1973,11,,,,,0.0039695713286762,,,8.26792033095346e-10,,,,,,
1973,12,,,,,0.0192206220671315,,,8.323995364167994e-10,,,,,,
1974,1,,,,,0.0153861021184363,,,8.302108935387831e-10,,,,,,
1974,2,,,,,0.0110808973487423,,,8.449735043238346e-10,,,,,,
