anio,mes,valor
2010,11,5575.50415512
2010,12,5388.75539526
2011,1,4889.20685058
2011,2,4764.29308642
2011,3,5641.59316662
2011,4,5532.90220124
2011,5,6489.83520009
2011,6,6704.55025099
2011,7,6858.54475622
2011,8,7671.06005752
2011,9,6888.51334482
2011,10,6303.01564037
2011,11,6229.75667786
2011,12,5987.40447621
2012,1,5363.7523267
2012,2,4724.98383984
2012,3,5146.50963753
2012,4,4769.81297701
2012,5,5987.10122764
2012,6,6033.5045701
2012,7,6344.87749766
2012,8,6276.43274486
2012,9,5854.62747987
2012,10,6256.61237137
2012,11,5779.47081789
2012,12,5436.52903906
2013,1,5358.22554072
2013,2,5174.7487146
2013,3,5619.17967816
2013,4,6193.45819915
2013,5,7028.08914824
2013,6,6642.80578211
2013,7,6988.15531125
2013,8,7073.89803118
2013,9,6028.93204507
2013,10,6830.95882253
2013,11,6091.64607397
2013,12,5411.70274783
2014,1,5648.62773701
2014,2,5537.45467736
2014,3,5389.89160671
2014,4,5656.13981304
2014,5,5776.91925095
2014,6,5847.78330666
2014,7,6145.08568447
2014,8,5644.38807483
2014,9,5644.08801985
2014,10,5494.2799463
2014,11,4650.98823493
2014,12,4300.42248457
2015,1,4362.70509514
2015,2,4084.50122666
2015,3,5058.82116417
2015,4,4932.94982219
2015,5,5002.90368466
2015,6,5707.06641349
2015,7,5800.57725626
2015,8,5604.94745843
2015,9,5487.0890578
2015,10,5058.00128103
2015,11,4699.56622909
2015,12,4403.90684521
2016,1,4123.27232551
2016,2,4096.19002125
2016,3,4556.33606667
2016,4,4422.65670089
2016,5,4873.58161759
2016,6,5046.37328503
2016,7,4717.63722243
2016,8,5173.69321917
2016,9,4741.42728347
2016,10,4782.95418009
2016,11,4723.15060522
2016,12,4594.79292979
2017,1,4344.1163461
2017,2,4117.16865957
2017,3,5474.98330466
2017,4,4973.10245577
2017,5,6064.32059245
2017,6,5898.14821469
2017,7,6042.73614412
2017,8,6316.73196131
2017,9,5968.34766456
2017,10,6209.13406815
2017,11,6163.36467863
2017,12,5365.93059037
2018,1,5743.26392064
2018,2,5195.98021667
2018,3,5978.9496414
2018,4,6105.58506503
2018,5,6448.00054965
2018,6,5461.01935893
2018,7,6182.40102398
2018,8,6314.30100303
2018,9,4699.95462948
2018,10,5073.4736818
2018,11,4363.01217956
2018,12,3916.87314604
2019,1,4211.80680606
2019,2,3997.93744612
2019,3,3956.31273037
2019,4,4172.28163326
2019,5,4644.78872143
2019,6,4171.39180551
2019,7,4905.29784078
2019,8,4400.09418116
2019,9,4001.94180505
2019,10,4121.43024042
2019,11,3408.68218244
2019,12,3133.06458335
2020,1,3535.43384682
2020,2,3191.22422754
2020,3,3154.187947
2020,4,2894.41933464
2020,5,3165.9282486
2020,6,3299.30699887
2020,7,3450.78954023
2020,8,3508.21398643
2020,9,4128.99410758
2020,10,4004.44094513
2020,11,4114.75650827
2020,12,3907.941187
2021,1,3843.54738808
2021,2,3712.67659416
2021,3,5320.17156768
2021,4,4672.8071307
2021,5,5141.00165331
2021,6,5908.78147225
2021,7,5715.43837769
2021,8,5753.64398837
2021,9,5885.68205141
2021,10,5247.23213626
2021,11,5767.0360416
2021,12,6215.73500319
2022,1,5251.2936057
2022,2,5638.66689554
2022,3,7083.88545587
2022,4,6889.29493355
2022,5,7891.52548409
2022,6,8666.66310103
2022,7,8301.61983506
2022,8,7917.87095572
2022,9,7143.96142178
2022,10,6088.90578233
2022,11,5778.03041075
2022,12,5088.65847728
2023,1,5366.60710713
2023,2,5031.00287783
2023,3,6843.81462087
2023,4,6110.21482628
2023,5,7406.21448106
2023,6,7252.0259066
2023,7,6758.36357653
2023,8,6898.73533827
2023,9,6520.37702434
2023,10,5849.30135642
2023,11,5517.43704224
2023,12,4271.86806454
2024,1,4603.95464722
2024,2,4118.05743199
2024,3,4331.57077283
2024,4,4704.52137908
2024,5,5012.11741383
2024,6,4687.44850467
2024,7,5727.05446816
2024,8,4882.94094487
2024,9,5970.95870549
2024,10,6120.46379453
2024,11,5249.07209284
2024,12,5367.41141389
2025,1,5752.75016151
2025,2,5864.28756064
2025,3,6018.84797559
2025,4,6459.95918914
2025,5,6487.97000892
2025,6,6395.91011981
2025,7,6853.67165011
